15,5,0,8.7,4,0
14,7,0,8.7,4,2
16,9,0,8.7,4,10
10,4,0,5.5,2,17
10,3,0,8.7,3,24
11,5,0,8.7,3,31
12,9,0,5.5,3,39
9,4,0,4,2,46
5,2,0,8.7,2,53
7,1,0,8.7,2,61
7,5,0,4,2,68
